157.55.39.29 - - [03/Feb/2015:19:00:00 -0500] "GET /olyblog/olytrivia-who-guy HTTP/1.1" 404 223 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 297 468
66.249.67.4 - - [03/Feb/2015:19:55:13 -0500] "GET /redmine/issues/gantt?month=3&months=6&year=1670&zoom=2 HTTP/1.1" 200 30886 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 35765
137.78.207.218 - - [03/Feb/2015:19:55:31 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [03/Feb/2015:19:55:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:55:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:56:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:56:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:56:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:56:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:57:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:57:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:57:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:57:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:58:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:58:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [03/Feb/2015:19:58:23 -0500] "GET /redmine/issues/gantt?month=5&months=6&year=1670&zoom=4 HTTP/1.1" 200 51362 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 56328
127.0.0.1 - - [03/Feb/2015:19:58:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:58:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:59:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:59:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:59:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:19:59:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:00:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:00:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.153 - - [03/Feb/2015:20:00:17 -0500] "GET /redmine/issues/gantt?month=4&months=6&year=1670&zoom=4 HTTP/1.1" 200 51250 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 56216
137.78.207.218 - - [03/Feb/2015:20:00:32 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [03/Feb/2015:20:00:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:00:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:01:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:01:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:01:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:01:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.4 - - [03/Feb/2015:20:01:44 -0500] "GET /redmine/issues/gantt?month=4&months=6&year=2235&zoom=3 HTTP/1.1" 200 51310 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 56276
127.0.0.1 - - [03/Feb/2015:20:02:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:02:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:02:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:02:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:03:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:03:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [03/Feb/2015:20:03:39 -0500] "GET /redmine/issues/gantt?month=11&months=6&year=1669&zoom=4 HTTP/1.1" 200 51039 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 727 56005
127.0.0.1 - - [03/Feb/2015:20:03:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:03:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:04:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:04:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
180.76.4.224 - - [03/Feb/2015:20:04:30 -0500] "GET / HTTP/1.1" 302 237 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)" 150 506
127.0.0.1 - - [03/Feb/2015:20:04:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:04:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:05:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:05:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
137.78.207.218 - - [03/Feb/2015:20:05:31 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
66.249.67.9 - - [03/Feb/2015:20:05:34 -0500] "GET /redmine/issues/gantt?month=9&months=6&year=2517&zoom=2 HTTP/1.1" 200 30904 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 35783
127.0.0.1 - - [03/Feb/2015:20:05:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:05:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:06:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:06:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:06:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:06:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:07:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:07:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:07:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:07:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:08:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:08:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:08:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:08:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:09:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:09:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.4 - - [03/Feb/2015:20:09:22 -0500] "GET /redmine/issues/gantt?month=10&months=6&year=2517&zoom=2 HTTP/1.1" 200 30905 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 727 35784
127.0.0.1 - - [03/Feb/2015:20:09:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:09:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:10:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:10:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
137.78.207.218 - - [03/Feb/2015:20:10:31 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [03/Feb/2015:20:10:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:10:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:11:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:11:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [03/Feb/2015:20:11:39 -0500] "GET /redmine/issues/gantt?month=11&months=6&year=2517&zoom=2 HTTP/1.1" 200 30810 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 727 35689
127.0.0.1 - - [03/Feb/2015:20:11:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:11:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:12:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:12:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:12:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:12:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:13:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:13:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:13:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:13:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:14:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:14:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:14:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:14:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [03/Feb/2015:20:15:09 -0500] "GET /redmine/issues/gantt?month=12&months=6&year=2517&zoom=2 HTTP/1.1" 200 30894 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 727 35773
127.0.0.1 - - [03/Feb/2015:20:15:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:15:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
137.78.207.218 - - [03/Feb/2015:20:15:31 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [03/Feb/2015:20:15:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:15:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:16:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:16:13 -0500] "POST /opensso/sessionservice HTTP/1.1" 200 2022 "-" "Java/1.5.0_21" 711 2200
127.0.0.1 - - [03/Feb/2015:20:16:13 -0500] "GET /opensso/identity//xml/read?name=TomcatApps3&attributes_names=realm&attributes_values_realm=%2Fappspub&attributes_names=objecttype&attributes_values_objecttype=Agent&admin=AQIC5wM2LY4Sfcwfuin4GF3PcpsYz2%2Bb0KEYXSwMUvZPjqA%3D%40AAJTSQACMDE%3D%23 HTTP/1.1" 200 13732 "-" "Java/1.5.0_21" 442 13916
127.0.0.1 - - [03/Feb/2015:20:16:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 182
123.125.71.80 - - [03/Feb/2015:20:16:35 -0500] "GET / HTTP/1.1" 302 237 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 183 506
127.0.0.1 - - [03/Feb/2015:20:16:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:16:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:17:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:17:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
220.181.108.167 - - [03/Feb/2015:20:17:38 -0500] "GET / HTTP/1.1" 302 237 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 183 506
127.0.0.1 - - [03/Feb/2015:20:17:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:17:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [03/Feb/2015:20:18:06 -0500] "GET /redmine/issues/gantt?month=1&months=6&year=2518&zoom=2 HTTP/1.1" 200 30880 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 35759
127.0.0.1 - - [03/Feb/2015:20:18:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:18:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:18:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:18:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:19:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:19:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:19:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:19:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:20:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:20:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
137.78.207.218 - - [03/Feb/2015:20:20:31 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [03/Feb/2015:20:20:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:20:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [03/Feb/2015:20:20:45 -0500] "GET /redmine/issues/gantt?month=6&months=6&year=2518&zoom=2 HTTP/1.1" 200 30906 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 35785
127.0.0.1 - - [03/Feb/2015:20:21:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:21:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:21:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:21:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.103 - - [03/Feb/2015:20:21:45 -0500] "GET /redmine/projects/lmmpwiki/wiki/Functionality_List HTTP/1.1" 200 20493 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 340 20975
127.0.0.1 - - [03/Feb/2015:20:22:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:22:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:22:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:22:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:23:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:23:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:23:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:23:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:24:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:24:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.153 - - [03/Feb/2015:20:24:32 -0500] "GET /redmine/issues/gantt?month=2&months=6&year=2518&zoom=2 HTTP/1.1" 200 30776 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 35655
127.0.0.1 - - [03/Feb/2015:20:24:42 -0500] "POST /opensso/sessionservice HTTP/1.1" 200 2023 "-" "Java/1.5.0_21" 712 2201
127.0.0.1 - - [03/Feb/2015:20:24:42 -0500] "GET /opensso/identity//xml/read?name=TomcatApps1&attributes_names=realm&attributes_values_realm=%2Fappspub&attributes_names=objecttype&attributes_values_objecttype=Agent&admin=AQIC5wM2LY4SfcyRautyD4RKpwbzv6XrE24fIq8LDPQGnm0%3D%40AAJTSQACMDE%3D%23 HTTP/1.1" 200 13607 "-" "Java/1.5.0_21" 440 13791
127.0.0.1 - - [03/Feb/2015:20:24:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 182
127.0.0.1 - - [03/Feb/2015:20:24:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:25:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:25:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
137.78.207.218 - - [03/Feb/2015:20:25:32 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [03/Feb/2015:20:25:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:25:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:26:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:26:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:26:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:26:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:27:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:27:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.4 - - [03/Feb/2015:20:27:37 -0500] "GET /redmine/issues/gantt?month=1&months=6&year=2518&zoom=1 HTTP/1.1" 200 27567 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 32447
127.0.0.1 - - [03/Feb/2015:20:27:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:27:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:28:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:28:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:28:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:28:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:29:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:29:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:29:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [03/Feb/2015:20:29:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
